Crash Time of Day,Collision Type,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Driver At Fault,Driver Distracted By,Vehicle First Impact Location,Vehicle Second Impact Location,Vehicle Body Type,Vehicle Movement,Speed Limit,Parked Vehicle
3,0,1,5,2,0,1,0,2,2,0,1,35,0
4,0,0,0,2,0,1,1,2,2,0,1,40,0
2,0,1,2,2,0,0,0,2,2,2,0,40,0
3,1,0,4,2,0,1,0,2,2,0,1,45,0
3,11,1,5,2,0,0,0,0,0,0,3,35,0
0,4,0,0,1,0,0,0,1,1,0,1,30,0
0,13,0,2,0,0,1,1,1,1,0,12,10,0
0,2,0,0,5,0,1,1,9,10,3,0,40,0
5,0,0,0,2,0,0,0,0,0,8,0,40,0
4,1,0,0,2,0,1,1,7,7,15,13,5,0
1,0,0,0,2,0,1,0,2,2,0,3,35,0
0,13,0,0,1,0,1,0,4,4,0,2,45,0
4,11,0,0,2,0,0,0,0,0,5,3,55,0
5,3,0,0,0,0,0,0,5,5,0,1,40,0
0,0,1,0,2,0,1,0,2,2,0,3,40,0
4,1,0,0,2,0,1,0,2,2,0,12,35,0
1,4,0,0,1,0,1,0,2,2,0,1,40,0
5,12,0,0,2,0,0,0,8,8,0,1,25,0
5,3,0,0,0,0,0,0,3,3,0,1,25,0
0,0,0,0,2,0,0,0,0,0,8,0,40,0
0,0,0,0,2,0,1,1,2,2,0,1,30,0
0,0,0,0,2,0,0,0,0,0,0,0,35,0
3,0,1,2,1,0,0,0,0,0,0,3,35,0
5,3,0,0,2,0,0,0,2,2,8,1,25,0
5,3,0,0,0,0,1,0,2,2,0,1,35,0
5,3,1,0,1,0,0,0,1,1,0,1,45,0
5,3,0,0,1,0,1,1,11,9,0,1,40,0
3,0,0,2,1,0,0,0,0,0,0,0,35,0
5,0,0,0,2,0,0,0,0,0,0,3,25,0
0,0,0,2,2,0,0,0,0,0,4,3,30,0
4,0,0,0,2,0,0,0,0,0,0,0,40,0
4,1,0,0,2,0,1,1,5,5,0,2,25,0
5,2,0,0,1,0,0,0,5,5,3,5,30,0
4,0,0,0,1,0,0,0,0,0,0,0,35,0
3,2,0,2,2,0,0,0,8,8,11,1,40,0
4,3,0,0,5,0,1,1,1,2,0,1,20,0
4,1,1,0,2,0,1,0,7,7,0,1,25,0
4,0,1,0,2,0,0,0,0,0,5,0,50,0
5,0,1,0,2,0,0,0,0,0,15,0,40,0
0,12,1,0,2,0,1,0,2,2,4,1,35,0
1,3,0,2,2,0,1,0,1,2,0,5,45,0
5,0,1,0,1,0,0,0,0,0,3,4,40,0
0,0,1,0,2,0,0,0,0,0,4,3,35,0
1,0,0,0,2,0,0,0,7,6,4,0,25,0
4,0,0,0,1,0,1,0,2,2,0,3,30,0
5,3,0,0,0,0,1,1,11,9,0,5,35,0
4,3,0,0,0,0,0,0,8,8,4,1,30,0
5,0,0,0,1,0,1,1,2,2,1,2,35,0
1,3,1,0,2,0,0,0,2,2,0,1,40,0
4,4,1,0,2,0,0,0,10,11,0,1,35,0
0,2,0,0,1,0,0,0,10,11,0,1,35,0
5,2,0,0,2,0,0,0,3,3,0,3,40,0
5,2,0,0,2,0,0,0,1,1,0,1,45,0
0,5,1,2,0,0,0,0,11,9,0,3,50,0
5,0,0,0,1,0,0,0,0,0,22,0,35,0
2,0,0,2,2,0,0,0,0,0,0,0,35,0
5,2,0,0,2,0,0,0,8,8,6,1,35,0
0,0,1,2,2,0,0,0,0,0,0,0,30,0
4,0,0,0,2,0,0,0,0,0,0,3,55,0
0,4,0,2,2,0,0,0,2,2,0,1,35,0
0,0,0,2,1,0,0,0,0,0,0,0,40,0
0,3,1,0,2,0,1,0,7,7,0,2,40,0
1,3,1,0,0,0,0,0,1,1,0,1,40,0
3,0,0,2,1,0,0,0,0,0,4,0,35,0
0,0,1,0,1,0,1,1,2,2,2,3,35,0
0,0,0,0,1,0,0,0,0,0,0,0,35,0
3,4,0,2,1,0,1,0,2,2,11,5,35,0
5,0,0,0,2,0,1,1,2,2,4,1,40,0
3,4,1,2,1,1,1,0,3,4,0,5,35,0
1,0,0,0,1,0,1,0,2,2,0,1,40,0
5,0,0,0,1,0,1,1,2,2,0,1,35,0
0,1,0,0,2,0,1,0,2,2,5,1,50,0
5,7,0,0,2,0,0,0,2,2,0,1,40,0
4,0,0,0,2,0,0,0,0,0,0,0,40,0
5,3,0,0,0,0,1,1,1,1,8,5,40,0
4,3,0,0,2,0,0,0,2,2,0,1,40,0
4,12,5,0,2,0,1,0,2,2,4,1,30,0
0,0,1,0,2,0,0,0,0,0,8,0,40,0
0,3,0,0,0,0,0,0,2,2,0,1,25,0
4,0,0,2,1,0,0,0,0,0,0,0,35,0
3,4,1,2,1,0,1,1,2,2,0,2,40,0
4,2,0,0,1,0,1,1,2,2,0,1,40,0
0,0,0,0,1,0,0,0,0,0,0,3,35,0
5,3,0,0,2,0,0,0,2,2,1,3,35,0
0,4,0,0,1,0,0,0,2,2,0,1,30,0
1,4,1,2,1,0,1,1,3,2,4,5,35,0
3,0,0,4,2,0,1,0,0,0,0,3,25,0
2,1,0,2,2,0,1,1,4,4,0,1,35,0
1,5,0,2,1,0,1,0,7,7,0,5,40,0
4,0,0,0,5,0,1,0,2,2,0,3,30,0
4,0,0,0,5,0,0,0,0,0,0,0,25,0
1,10,0,0,5,0,1,1,2,2,15,1,10,0
5,1,0,0,2,0,1,1,1,1,0,1,45,0
5,3,0,0,1,0,0,0,1,1,0,1,35,0
0,0,0,5,2,0,0,0,0,6,0,0,35,0
4,0,1,0,1,0,0,0,0,0,0,0,40,0
0,0,0,4,2,0,1,1,2,2,0,3,50,0
0,0,1,0,1,0,0,0,0,0,0,3,45,0
5,0,0,0,1,0,0,0,6,6,4,0,40,0
5,0,0,0,1,0,0,0,0,0,0,0,35,0
0,0,0,2,1,0,0,0,0,0,0,3,35,0
4,3,0,0,0,0,0,0,8,8,0,2,30,0
1,1,1,0,2,0,1,0,14,14,0,1,40,0
5,0,0,0,2,0,0,0,0,0,0,15,25,0
1,5,0,5,2,0,0,0,3,3,0,1,30,0
1,0,0,1,1,0,1,0,2,2,0,1,25,0
0,4,0,2,1,0,1,0,2,2,0,5,35,0
0,0,0,0,2,0,0,0,0,0,0,3,35,0
5,0,0,0,2,0,1,0,2,2,0,1,25,0
3,1,1,4,2,0,1,0,2,5,4,1,40,0
4,0,0,0,2,0,0,0,0,0,1,3,35,0
3,0,0,2,1,0,0,0,0,0,0,0,35,0
4,0,0,0,5,0,1,1,2,2,0,4,35,0
1,4,0,0,1,0,0,0,2,2,0,1,45,0
4,0,0,0,2,0,0,0,0,0,0,3,35,0
5,0,0,0,2,0,0,0,0,0,0,3,55,0
5,10,0,0,2,0,0,0,2,2,0,1,35,0
1,12,0,1,2,0,1,0,2,2,7,0,40,0
4,0,0,0,2,0,0,0,0,0,0,0,40,0
0,0,0,0,2,0,0,0,0,0,0,0,35,0
5,9,1,0,2,0,1,1,8,8,7,1,35,0
2,1,0,4,2,0,1,0,2,2,1,1,50,0
5,2,0,0,2,0,1,0,2,3,0,1,25,0
4,0,0,0,2,0,1,0,2,2,0,3,30,0
1,3,0,0,1,0,0,0,2,2,0,1,35,0
1,1,0,0,2,0,0,0,2,2,0,1,40,0
1,2,0,3,2,0,0,0,3,3,0,1,35,0
0,0,0,2,2,0,1,0,2,2,4,3,35,0
1,0,0,0,2,0,0,0,0,0,4,3,40,0
0,4,1,2,2,0,0,0,2,2,0,5,35,0
0,4,0,0,1,0,0,0,2,2,0,1,45,0
0,3,0,5,5,0,0,0,11,9,0,1,30,0
3,0,0,2,1,0,1,0,2,2,4,1,35,0
4,0,0,0,5,0,1,1,2,2,0,1,30,0
5,3,0,0,1,0,0,0,2,2,0,1,40,0
5,7,1,0,0,0,0,0,5,5,3,4,25,0
0,12,0,0,1,0,0,0,1,1,0,3,35,0
5,2,0,0,1,0,0,0,6,6,13,0,40,0
4,0,0,0,2,0,0,0,0,0,5,8,25,1
5,7,0,0,2,0,0,0,1,1,0,1,25,0
0,6,0,0,1,0,0,0,3,3,0,1,40,0
4,0,0,0,2,0,0,0,0,0,4,3,35,0
0,4,0,5,1,0,0,0,2,2,0,1,35,0
5,3,1,0,0,0,1,1,2,2,4,5,30,0
4,3,1,0,1,0,1,1,2,2,5,2,35,0
0,2,0,0,2,0,1,0,6,6,0,6,25,0
0,0,0,0,2,0,1,1,2,2,0,1,30,0
0,3,0,0,2,0,1,1,1,1,0,1,30,0
5,0,0,0,2,0,0,0,0,0,0,3,40,0
5,4,0,0,1,0,1,1,2,2,0,4,15,0
5,7,0,0,2,0,0,0,7,7,18,1,35,0
5,4,1,0,2,0,1,0,1,1,0,1,35,0
5,0,0,0,5,0,1,0,2,2,0,4,40,0
0,2,0,0,2,0,0,0,3,3,7,0,25,0
0,3,0,2,1,0,1,1,1,1,0,1,35,0
4,0,0,0,1,0,0,0,0,0,0,2,40,0
0,4,0,0,2,0,0,0,10,11,5,1,10,0
1,1,0,0,1,0,1,0,14,14,0,5,35,0
1,3,0,1,0,0,0,0,2,2,0,1,35,0
1,2,1,0,2,0,1,0,1,1,0,1,40,0
5,2,0,0,2,0,0,0,3,3,0,1,50,0
1,4,0,0,1,0,0,0,2,2,4,1,45,0
0,4,0,2,1,0,0,0,1,1,0,1,35,0
0,0,0,0,2,0,0,0,7,7,0,3,45,0
5,2,0,0,2,0,0,0,4,4,8,1,25,0
0,0,1,0,2,0,1,1,2,2,5,1,40,0
4,0,0,0,1,0,0,0,0,0,4,3,30,0
4,9,0,0,2,0,1,0,2,2,0,1,25,0
0,3,0,2,1,0,0,0,2,2,0,1,40,0
5,0,0,0,1,0,1,0,2,2,0,1,35,0
3,1,0,2,2,0,0,0,2,2,0,1,55,0
3,1,5,2,2,0,1,0,2,2,10,3,25,0
0,0,0,0,2,0,1,1,2,2,13,1,30,0
4,4,0,0,1,0,0,0,2,2,0,1,30,0
5,7,0,0,2,0,0,0,1,1,15,3,40,0
4,0,0,0,2,0,0,0,0,0,4,3,35,0
4,3,0,0,1,0,1,0,2,2,4,1,30,0
4,0,0,0,1,0,1,1,2,2,0,1,35,0
5,3,0,0,2,0,1,1,2,2,0,2,15,0
0,0,0,0,2,0,0,0,0,0,0,0,30,0
4,0,0,0,2,0,0,0,0,0,4,3,40,0
3,0,0,2,1,0,1,1,3,3,4,1,40,0
0,4,0,0,2,0,0,0,9,10,0,1,35,0
1,1,0,4,2,0,1,0,2,2,0,1,25,0
5,1,0,0,2,1,1,1,2,2,8,1,45,0
0,4,0,0,1,0,1,1,2,2,0,5,25,0
4,4,0,0,2,0,1,0,10,11,3,5,35,0
4,0,1,0,1,0,1,1,2,2,0,1,40,0
3,1,1,3,2,0,1,0,11,13,0,1,40,0
3,0,0,2,2,0,1,1,2,2,0,1,35,0
3,3,1,2,1,0,1,1,2,2,0,17,25,0
4,2,0,0,2,0,1,1,2,2,0,6,35,0
0,0,0,0,2,0,1,0,2,2,0,1,40,0
0,13,1,0,0,0,1,1,2,2,0,5,25,0
4,0,0,0,2,0,0,0,0,0,5,0,35,0
4,4,0,0,2,0,0,0,2,2,0,3,40,0
0,0,1,2,2,0,1,0,2,2,0,1,35,0
3,3,1,2,1,1,1,0,2,2,0,1,45,0
5,3,0,0,0,0,0,0,4,10,0,1,25,0
0,0,0,0,2,0,1,0,2,2,0,1,35,0
4,0,0,0,2,0,0,0,0,0,0,0,35,0
4,13,1,0,0,0,1,1,2,2,0,4,25,0
3,7,0,2,2,0,0,0,1,1,0,1,40,0
4,0,0,0,2,0,1,0,2,2,0,1,50,0
3,12,1,2,2,0,1,0,1,1,0,1,30,0
0,0,1,0,1,0,0,0,0,0,0,3,40,0
4,0,0,0,2,0,0,0,0,0,4,3,40,0
2,0,0,2,2,0,0,0,0,0,0,0,35,0
4,3,0,0,1,0,1,0,2,2,0,1,35,0
5,3,1,0,0,0,0,0,2,2,5,1,45,0
4,4,4,0,2,0,1,1,3,3,0,5,35,0
4,0,0,0,2,0,0,0,0,2,0,3,40,0
1,4,0,2,1,0,1,0,1,1,0,2,35,0
0,0,0,0,1,0,1,0,2,2,0,4,35,0
1,7,1,1,2,0,1,0,3,2,0,6,55,0
0,4,1,2,1,0,1,1,3,3,0,10,40,0
4,0,1,0,2,0,0,0,0,0,0,3,30,0
1,1,4,2,5,0,1,0,1,1,0,9,40,0
5,9,4,0,2,0,0,0,8,9,0,1,35,0
4,1,0,0,2,0,1,0,11,9,3,4,40,0
5,0,0,0,2,0,0,0,0,0,0,0,55,0
5,0,0,0,2,0,0,0,0,0,0,0,35,0
1,0,0,0,2,0,0,0,0,0,4,15,40,0
0,2,0,5,2,0,0,0,3,3,0,6,30,0
0,0,0,0,2,0,1,0,2,2,0,1,40,0
4,0,0,0,1,0,0,0,0,0,13,0,35,0
0,4,0,2,1,0,0,0,1,1,0,1,35,0
0,0,0,0,2,0,1,1,2,2,0,3,40,0
5,0,0,0,2,0,0,0,0,0,0,3,35,0
4,4,0,0,2,0,1,1,2,2,0,5,25,0
4,9,0,0,2,0,0,0,11,9,0,1,30,0
2,3,0,2,1,0,1,1,1,8,0,4,25,0
0,0,0,0,1,0,1,1,2,2,0,4,40,0
5,1,1,0,2,0,1,0,3,3,0,3,30,0
4,3,0,0,2,0,0,0,3,3,0,1,35,0
1,7,0,0,1,0,0,0,11,9,0,1,30,0
0,0,0,0,1,0,0,0,0,0,15,0,35,0
1,2,0,1,1,0,1,1,7,10,8,2,50,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0
5,4,0,0,1,0,0,0,2,3,0,1,40,0
4,3,0,0,1,0,1,0,7,7,0,1,30,0
5,0,0,0,1,0,0,0,0,0,0,3,35,0
3,0,1,2,2,0,0,0,7,7,0,1,40,0
5,12,0,0,1,0,0,0,2,2,4,1,40,0
0,0,0,2,2,0,0,0,0,0,0,5,35,0
5,1,1,0,2,0,1,0,11,9,0,1,40,0
1,0,0,1,2,0,1,1,2,2,0,1,35,0
3,0,0,2,2,0,0,0,0,0,0,6,30,0
0,0,0,0,2,0,1,0,2,2,0,1,35,0
0,4,1,0,1,0,1,0,2,2,0,5,35,0
4,8,0,0,1,0,0,0,0,0,0,12,35,0
0,4,0,0,1,0,0,0,2,2,18,12,30,0
3,0,0,4,2,1,1,1,2,2,0,1,30,0
4,1,0,0,2,0,1,0,2,2,7,1,30,0
3,3,0,2,1,0,1,0,4,4,0,1,35,0
4,3,0,0,0,0,0,0,2,2,0,1,45,0
5,0,0,0,1,0,1,1,2,2,0,1,40,0
5,4,1,0,1,0,0,0,2,2,0,1,40,0
0,0,0,0,2,0,0,0,0,0,5,0,30,0
4,0,1,0,1,0,1,1,2,2,0,1,40,0
4,3,0,0,1,0,0,0,3,3,0,1,30,0
1,3,0,2,3,0,0,0,5,5,0,4,45,0
0,3,0,2,0,0,1,1,2,2,4,4,35,0
3,1,1,2,2,0,1,0,2,2,5,1,40,0
3,4,1,2,1,0,0,0,2,2,0,1,35,0
4,0,0,0,1,0,0,0,0,0,0,3,40,0
0,0,0,0,2,0,0,0,0,0,0,0,35,0
5,3,0,0,1,0,0,0,11,9,0,1,25,0
2,0,0,4,2,0,0,0,0,0,0,1,35,0
4,4,0,0,1,0,1,1,4,4,0,5,35,0
4,3,1,0,1,0,1,1,2,2,0,1,40,0
4,1,4,0,2,0,1,0,3,3,0,1,30,0
0,2,4,2,2,0,1,1,3,3,0,1,40,0
4,7,0,0,1,0,0,0,10,11,0,1,40,0
5,0,1,0,1,0,1,0,2,2,0,2,35,0
5,1,0,0,2,0,1,1,2,4,0,1,35,0
4,0,0,0,2,0,0,0,0,0,0,0,40,0
1,0,1,1,1,0,0,0,0,0,0,3,35,0
0,0,0,0,1,0,0,0,5,5,0,1,35,0
4,2,1,0,2,0,1,1,3,3,0,5,25,0
4,9,0,0,2,0,1,0,10,11,15,1,25,0
5,0,0,0,1,0,0,0,0,0,0,0,35,0
3,0,1,2,1,0,1,0,2,2,0,3,40,0
4,2,0,0,2,0,0,0,5,5,0,1,35,0
1,0,0,2,2,0,0,0,0,0,0,3,40,0
5,0,0,0,1,0,0,0,0,0,0,3,40,0
5,0,0,0,1,0,1,1,2,2,0,3,30,0
0,3,1,2,0,0,0,0,2,2,0,1,25,0
5,4,1,0,2,0,0,0,2,2,0,0,35,0
3,0,0,2,1,1,1,0,2,2,0,3,35,0
2,0,0,2,1,0,0,0,6,11,0,0,30,0
0,4,0,0,1,0,0,0,1,1,0,0,0,0
5,0,0,0,2,0,0,0,0,0,8,3,35,0
5,3,0,0,2,0,0,0,3,3,0,5,45,0
3,0,0,2,1,0,0,0,0,0,0,0,35,0
4,7,1,0,1,0,0,1,1,1,0,2,40,0
0,5,0,5,2,0,1,1,3,4,0,6,45,0
0,8,0,2,1,0,1,1,2,2,0,17,40,0
4,7,0,0,1,0,0,0,1,1,3,0,35,0
3,0,0,2,2,0,0,0,0,0,0,1,40,0
3,1,0,4,2,0,1,1,2,2,0,18,35,0
4,3,0,0,0,0,0,0,4,4,0,1,30,0
0,3,1,2,0,0,0,0,2,2,4,1,25,0
2,1,0,2,2,0,1,0,4,4,2,12,35,0
1,2,0,1,2,0,0,0,6,6,9,1,35,0
1,1,4,2,2,0,1,0,6,6,0,1,35,0
5,5,0,0,2,0,0,0,2,2,0,1,45,0
5,3,0,0,0,0,1,1,1,1,0,5,45,0
4,0,0,0,1,0,0,0,0,0,4,0,55,0
0,4,1,4,2,0,1,1,4,10,0,5,35,0
4,11,1,0,2,0,1,0,2,2,0,1,40,0
0,4,0,0,1,0,0,0,2,2,0,1,35,0
4,6,0,0,1,0,0,0,3,3,0,1,40,0
4,1,0,0,1,0,1,1,14,2,8,1,35,0
2,0,0,2,2,0,0,0,0,0,0,1,35,0
4,3,0,0,1,0,0,0,2,2,0,5,25,0
0,0,0,5,1,0,1,1,2,2,0,3,30,0
3,0,0,2,2,0,0,0,0,0,0,0,35,0
4,0,0,0,1,0,0,0,0,0,0,3,45,0
0,3,0,0,0,0,0,0,2,2,8,1,25,0
4,0,0,0,2,0,0,0,0,0,0,0,40,0
1,0,0,0,1,0,0,0,0,0,0,0,30,0
1,6,0,5,1,0,1,1,11,9,0,1,45,0
1,0,0,1,2,0,0,0,0,0,0,0,50,0
0,15,0,5,1,0,0,0,9,10,3,5,40,0
5,4,0,0,1,0,0,0,8,8,0,1,35,0
5,13,0,0,2,0,1,1,2,2,0,5,35,0
4,1,0,0,1,0,0,0,2,2,0,12,30,0
3,0,0,5,5,0,0,0,0,0,5,0,35,0
4,0,0,0,2,0,0,0,0,0,0,0,40,0
0,3,0,0,1,0,0,0,2,2,0,4,35,0
5,7,0,0,1,0,0,0,1,1,8,1,40,0
3,0,0,2,2,0,0,0,0,0,0,3,45,0
5,3,0,0,1,0,1,0,2,2,0,17,25,0
0,0,0,0,2,0,1,0,2,2,0,1,45,0
3,0,0,5,1,0,0,0,6,6,0,0,40,0
5,6,1,0,2,0,1,0,1,1,0,2,40,0
0,0,1,2,2,0,0,0,0,6,0,3,65,0
4,0,0,0,1,0,0,0,0,0,0,4,30,0
1,0,0,0,1,0,0,0,0,0,15,0,30,0
0,4,0,0,1,0,0,0,2,2,4,1,45,0
4,0,4,0,2,0,0,0,0,0,0,4,40,0
4,0,0,0,1,0,1,1,2,2,0,1,40,0
4,0,0,0,2,0,1,0,2,2,0,1,60,0
3,1,7,2,2,0,1,0,3,3,1,3,55,0
4,0,0,0,2,0,1,1,2,2,0,1,45,0
5,0,0,0,2,0,1,0,2,2,0,1,40,0
5,2,0,0,2,0,0,0,5,5,10,1,35,0
0,1,0,5,2,0,1,0,2,2,0,1,30,0
4,2,0,0,2,0,0,1,1,1,13,1,35,0
4,2,0,0,2,0,0,0,3,3,0,1,35,0
5,2,0,0,2,0,0,0,6,6,15,3,35,0
5,7,0,0,2,0,0,0,1,1,3,1,35,0
0,3,0,0,0,0,0,0,1,1,0,1,25,0
1,3,0,2,3,0,0,0,9,10,5,1,50,0
1,2,0,0,2,1,1,0,3,3,0,1,30,0
3,1,0,2,1,1,1,0,2,2,0,5,25,0
0,0,0,0,2,1,1,0,2,2,4,14,25,0
5,0,0,0,2,0,0,0,0,0,0,3,55,0
4,3,0,0,0,0,1,1,1,1,0,5,40,0
3,2,0,2,2,0,0,0,1,1,4,1,35,0
0,0,1,0,5,0,1,0,2,2,0,3,35,0
4,0,0,0,1,0,1,1,2,2,0,3,40,0
0,3,0,4,0,0,0,0,4,4,4,1,25,0
0,3,0,0,0,0,0,0,11,9,0,1,25,0
1,0,1,1,1,0,1,0,2,2,0,3,35,0
3,0,0,2,2,1,1,1,2,2,0,3,35,0
0,7,0,5,2,0,0,0,8,8,9,1,35,0
5,6,0,0,2,0,1,1,1,1,0,15,30,0
5,0,0,0,2,0,1,0,2,2,7,1,45,0
0,3,1,0,2,0,0,0,2,2,0,1,30,0
0,2,1,0,2,0,1,0,2,2,0,5,35,0
0,8,0,2,1,0,0,0,6,6,0,1,35,0
4,7,0,0,2,0,0,0,1,1,0,1,30,0
5,4,0,0,2,0,0,0,1,1,0,1,30,0
0,6,1,5,1,0,0,0,1,1,0,2,40,0
4,12,0,0,1,0,1,0,0,0,8,13,35,0
0,0,0,0,2,0,1,0,2,2,6,1,45,0
0,0,0,0,2,0,1,0,2,2,0,3,35,0
4,0,1,0,1,0,1,0,2,2,0,1,40,0
5,3,1,0,2,0,1,0,2,2,0,1,45,0
0,1,0,0,2,0,1,0,2,2,0,1,35,0
4,10,0,0,1,0,0,0,5,5,0,1,50,0
0,3,0,0,1,0,1,1,3,4,0,1,40,0
5,2,0,0,2,0,0,0,3,3,16,1,35,0
0,3,0,0,0,0,0,0,2,2,0,1,30,0
0,5,1,2,2,0,1,1,8,9,0,2,45,0
5,0,0,0,1,0,0,0,0,0,0,3,55,0
4,3,0,0,0,0,0,0,2,2,0,1,45,0
0,7,0,0,2,0,0,0,5,5,0,12,35,0
4,12,1,0,2,0,0,0,1,1,15,3,35,0
4,0,0,0,1,0,0,0,0,0,0,3,40,0
0,2,0,0,1,0,1,1,8,8,3,6,35,0
4,0,0,0,1,0,1,0,2,2,0,3,40,0
0,0,0,0,1,0,0,0,0,0,0,0,35,0
1,0,0,2,5,1,1,1,2,2,0,3,40,0
3,4,0,2,1,0,1,1,2,2,0,5,25,0
4,0,0,0,1,0,1,1,2,2,0,4,55,0
0,4,0,3,1,0,0,0,2,2,0,1,40,0
5,3,0,0,1,0,0,0,2,2,0,1,35,0
3,5,0,5,2,0,0,0,10,11,0,1,30,0
0,1,0,0,2,0,1,0,4,4,3,3,35,0
4,0,0,0,2,0,1,0,2,2,0,3,45,0
1,13,0,1,1,0,0,0,2,2,0,3,30,0
0,0,1,0,1,0,0,0,0,0,0,0,25,0
5,2,0,0,2,0,0,0,7,7,0,1,35,0
5,0,0,0,2,0,1,0,2,2,4,1,35,0
2,0,0,2,1,0,0,0,0,0,0,0,35,0
5,3,0,0,2,0,0,0,8,1,8,0,25,0
0,5,1,0,1,0,1,0,7,7,0,5,35,0
5,0,0,0,1,0,0,0,0,0,0,3,40,0
2,4,0,2,1,0,0,0,11,9,0,1,40,0
5,0,0,0,2,0,1,1,2,2,0,1,40,0
1,0,0,1,2,0,1,0,2,2,4,3,40,0
4,0,0,0,1,0,1,0,0,0,5,12,45,0
5,0,1,0,2,0,0,0,0,0,0,0,35,0
5,3,0,0,1,0,0,0,1,1,4,0,45,0
0,1,0,0,2,0,1,0,0,0,15,13,25,0
0,12,0,2,1,0,0,0,2,2,4,1,35,0
1,8,0,5,5,0,1,0,2,2,0,12,25,0
0,4,0,0,1,0,0,0,7,7,8,5,35,0
5,0,1,0,1,0,1,0,2,2,4,3,40,0
3,4,0,2,1,0,0,0,7,5,0,2,25,0
0,2,0,0,2,0,0,0,3,3,0,1,15,0
5,6,0,0,2,0,0,0,2,2,0,3,30,0
3,4,0,2,1,0,1,1,2,1,0,1,35,0
0,6,0,0,1,0,1,0,6,6,11,4,30,0
0,0,0,0,1,0,0,0,0,0,0,1,40,0
0,1,0,4,2,0,1,0,2,2,0,1,45,0
1,2,0,0,2,0,0,0,6,6,0,1,55,0
4,0,0,0,2,0,0,0,0,0,0,0,30,0
4,0,0,0,2,0,1,0,2,2,1,3,40,0
0,2,0,2,1,0,1,1,1,1,5,2,30,0
4,0,1,0,2,0,1,1,2,2,0,1,40,0
1,0,0,0,1,0,0,0,0,0,14,0,40,0
1,0,0,0,2,0,1,0,2,2,0,3,50,0
2,1,0,2,2,0,1,1,2,2,0,1,55,0
5,0,0,0,4,0,0,0,0,0,8,3,35,0
4,2,1,0,1,0,0,0,4,4,0,0,25,0
0,0,0,0,2,0,1,0,2,2,0,3,45,0
5,0,0,0,2,0,0,0,0,0,0,0,30,0
5,3,0,0,2,0,0,0,3,3,0,1,35,0
4,0,1,0,2,0,0,0,0,0,0,0,35,0
5,4,0,0,1,0,1,0,2,2,0,5,25,0
0,3,0,5,0,0,0,0,2,2,0,1,35,0
4,9,0,0,2,0,0,0,10,11,4,1,35,0
1,0,1,0,2,0,0,0,0,0,4,0,40,0
2,0,0,2,2,0,1,0,2,2,0,1,25,0
2,1,0,2,1,0,0,0,2,2,0,1,40,0
2,0,0,2,1,0,0,0,0,0,0,0,50,0
5,0,0,0,2,0,0,0,0,0,0,3,35,0
5,0,0,0,1,0,0,0,0,0,0,3,35,0
4,0,0,0,1,0,0,0,0,0,0,0,45,0
4,0,0,0,2,0,1,1,2,2,0,3,45,0
0,0,1,0,2,0,0,0,7,7,0,3,40,0
4,2,0,0,1,0,1,0,7,7,13,5,35,0
5,6,0,0,2,0,0,0,3,3,0,1,30,0
5,0,0,0,1,0,0,0,6,6,0,0,40,0
5,3,1,0,0,0,0,0,2,2,0,1,35,0
5,0,1,0,1,0,0,0,0,0,0,3,40,0
3,0,0,2,2,0,1,1,2,2,0,1,45,0
3,1,0,2,2,1,1,0,2,14,0,1,35,0
0,0,1,2,1,0,0,0,2,2,0,3,35,0
0,2,0,0,2,0,0,0,1,1,0,1,35,0
0,0,0,0,2,0,0,0,0,0,0,3,55,0
4,0,0,0,0,0,0,0,0,0,0,0,25,0
5,0,0,0,1,0,0,0,0,0,0,0,40,0
4,2,0,0,1,0,0,0,1,1,4,1,45,0
1,9,0,1,0,0,0,0,10,11,15,1,30,0
5,2,0,0,1,0,0,0,1,1,15,0,25,0
3,0,0,2,1,0,0,0,0,0,0,0,30,0
0,0,0,1,2,0,0,0,0,0,0,1,40,0
4,0,0,0,2,0,1,0,2,2,0,2,40,0
5,0,0,0,1,0,0,0,0,0,0,0,45,0
4,3,1,0,0,0,0,0,2,2,0,1,35,0
5,3,0,0,1,0,0,0,4,4,0,1,35,0
5,3,0,0,0,0,1,0,2,2,0,5,40,0
0,0,0,0,2,0,1,0,2,2,0,3,40,0
5,2,0,0,2,0,1,0,5,5,15,3,35,0
5,2,0,0,2,0,0,0,3,3,8,1,40,0
3,3,0,2,1,0,0,0,0,0,0,0,40,0
4,4,0,0,1,0,0,0,1,1,0,3,45,0
3,3,0,2,0,1,1,0,3,3,0,12,35,0
4,0,1,0,2,0,0,0,0,0,0,3,30,0
4,3,0,0,1,0,1,0,3,3,5,1,45,0
0,3,1,0,2,0,0,0,9,10,0,0,35,0
0,7,0,2,2,0,0,0,1,1,1,1,40,0
5,0,0,0,2,0,0,0,0,0,4,3,40,0
0,0,0,0,2,0,0,0,0,0,4,3,50,0
5,4,0,0,1,0,0,0,2,2,0,1,45,0
1,0,0,0,1,0,0,0,0,0,0,3,35,0
1,0,0,0,2,0,0,0,0,0,4,3,35,0
4,2,1,0,2,0,1,0,5,5,15,12,30,0
5,2,0,0,2,1,1,0,3,3,4,2,5,0
0,4,0,0,2,0,1,1,2,2,0,5,40,0
