Crash Time of Day,Collision Type,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Driver At Fault,Driver Distracted By,Vehicle First Impact Location,Vehicle Second Impact Location,Vehicle Body Type,Vehicle Movement,Speed Limit,Parked Vehicle
4,3,0,0,1,0,0,0,3,3,0,2,45,0
3,3,1,5,1,0,0,0,9,4,0,1,25,0
2,12,0,2,2,0,0,0,2,2,0,1,35,0
5,0,1,0,2,0,0,0,0,0,0,0,35,0
0,0,1,2,1,0,0,0,0,0,0,0,25,0
1,3,0,0,2,0,0,0,2,2,0,1,30,0
0,15,1,2,0,0,0,0,4,4,0,5,25,0
5,4,0,0,2,0,1,1,4,4,0,5,35,0
1,4,0,1,2,0,0,0,2,2,8,1,35,0
0,1,0,2,2,0,1,1,2,2,0,1,25,0
5,3,1,0,0,0,0,0,4,4,4,1,25,0
5,0,1,0,1,0,1,0,2,2,0,3,35,0
0,3,0,2,2,0,0,0,2,2,0,1,40,0
5,0,0,0,1,0,0,0,0,0,7,0,35,0
5,11,0,0,1,0,0,0,0,0,0,0,25,0
5,0,0,0,2,0,0,0,0,0,0,3,40,0
0,0,0,5,2,0,0,0,0,0,0,3,40,0
5,0,0,0,2,0,0,0,0,0,0,3,35,0
1,0,0,0,1,0,1,1,2,2,4,1,40,0
5,0,0,0,5,0,1,1,2,2,4,3,45,0
0,0,1,2,2,0,0,0,0,0,0,0,25,0
4,3,0,0,1,0,0,0,2,2,0,2,25,0
1,0,0,2,1,0,0,0,2,2,8,1,40,0
4,3,0,0,0,0,0,0,8,8,0,1,35,0
0,0,1,2,1,0,0,0,0,0,0,0,40,0
1,4,1,0,0,0,1,1,2,2,0,2,5,0
1,4,0,5,3,0,0,0,2,2,0,1,45,0
1,3,0,0,1,0,0,0,1,1,0,1,25,0
5,0,0,0,2,0,0,0,0,0,0,0,35,0
5,0,0,0,2,0,0,0,0,0,0,0,35,0
0,12,0,0,2,0,0,0,2,2,0,1,40,0
0,6,0,2,2,0,0,0,7,7,5,1,50,0
0,2,1,2,2,0,0,0,5,5,4,0,35,0
0,6,0,3,1,0,0,1,3,3,0,3,45,0
4,0,0,0,2,0,0,0,0,0,4,3,50,0
0,0,0,2,1,0,0,0,0,0,0,0,35,0
0,0,1,2,1,0,1,1,2,2,0,3,40,0
5,0,1,0,0,0,0,0,0,0,0,0,15,0
0,0,0,0,1,1,1,1,2,2,0,3,35,0
4,3,0,0,2,0,1,1,7,5,0,1,40,0
5,0,0,0,1,0,0,0,0,0,0,0,40,0
3,0,1,2,1,0,1,1,2,2,0,2,40,0
0,4,0,2,2,0,0,0,10,11,0,1,35,0
5,2,0,0,2,0,0,0,1,1,0,1,35,0
4,0,0,0,2,0,0,0,0,0,4,1,40,0
0,3,0,0,2,0,1,0,2,2,8,1,40,0
3,0,1,2,2,0,0,0,2,2,0,3,35,0
0,3,1,0,0,0,0,0,2,2,0,1,40,0
0,0,0,0,2,0,0,0,0,0,0,3,40,0
3,0,0,2,2,0,0,0,2,0,0,0,40,0
0,4,0,2,1,0,0,0,2,2,1,5,45,0
3,6,0,2,2,0,1,0,10,11,0,6,35,0
5,1,1,0,2,0,1,0,0,0,0,2,40,0
0,2,0,3,2,0,1,0,5,7,7,1,55,0
5,10,0,0,1,0,0,0,5,5,0,1,35,0
2,1,0,4,2,0,0,0,1,8,1,1,35,0
5,3,0,0,2,0,1,1,1,1,0,5,25,0
5,3,0,0,5,0,0,0,2,2,0,1,35,0
5,3,0,0,2,0,0,0,2,2,0,1,35,0
5,0,0,0,2,0,0,0,0,0,0,3,30,0
5,0,0,0,2,0,0,0,0,0,0,3,25,0
0,0,1,2,2,0,0,0,0,0,0,0,25,0
1,9,1,0,1,0,0,0,4,4,0,0,30,0
0,0,0,5,2,0,0,0,0,0,0,5,40,0
0,3,0,2,0,0,1,1,8,8,4,5,35,0
3,0,0,2,1,0,0,0,0,0,4,0,45,0
1,9,1,0,1,0,0,0,0,0,0,0,30,0
0,0,1,2,1,0,1,0,0,0,0,3,40,0
0,0,1,4,2,0,0,0,0,0,4,0,35,0
5,0,0,0,1,0,1,1,2,2,0,3,40,0
0,3,1,0,0,0,1,1,2,2,8,1,25,0
5,3,0,0,1,0,1,1,3,3,10,2,40,0
5,0,0,0,2,0,1,1,1,1,0,3,30,0
4,0,1,0,1,0,1,0,2,2,0,3,45,0
5,0,1,0,1,0,0,0,2,2,0,1,35,0
5,0,0,0,1,0,0,0,0,0,0,0,40,0
5,0,0,0,2,0,1,0,2,2,0,1,35,0
5,1,0,0,2,0,1,1,1,1,0,1,30,0
5,0,0,0,1,0,1,1,2,2,0,1,25,0
0,0,0,2,2,0,0,0,2,2,0,0,35,0
5,0,0,0,2,0,0,0,0,0,0,0,30,0
5,0,0,0,2,0,1,1,2,2,0,1,25,0
0,0,0,5,2,0,1,1,2,2,0,1,40,0
3,3,0,2,2,0,1,0,6,6,0,15,40,0
4,0,0,0,2,0,0,0,0,0,3,3,35,0
3,4,0,2,1,0,1,1,2,2,0,5,35,0
1,6,1,1,2,0,1,0,1,8,0,6,35,0
4,2,0,0,1,0,0,0,3,3,3,1,35,0
0,0,1,2,1,0,1,0,0,0,0,3,40,0
2,3,0,2,1,0,1,0,5,10,0,5,45,0
1,0,0,0,1,0,0,0,0,0,0,0,35,0
1,3,0,0,2,0,1,0,5,5,0,4,30,0
5,3,0,0,5,0,1,0,7,7,0,2,35,0
4,6,1,0,2,0,0,0,3,3,0,0,35,0
3,0,0,2,2,0,1,0,2,2,0,3,40,0
5,2,0,0,2,1,1,1,3,3,8,1,35,0
1,13,0,0,0,0,1,0,10,11,15,5,25,0
5,0,0,0,2,0,0,0,0,0,0,3,25,0
1,3,0,2,1,0,0,0,2,2,0,1,40,0
0,2,0,3,2,0,0,0,11,9,0,1,55,0
2,0,0,2,1,0,0,0,0,0,0,3,35,0
5,3,0,0,0,0,0,0,2,2,0,1,35,0
5,0,0,0,2,0,1,0,2,2,7,3,40,0
5,0,0,0,2,0,0,0,0,0,0,0,30,0
3,1,1,4,2,0,1,0,3,3,0,7,25,0
1,0,0,3,0,0,1,0,2,2,15,2,30,0
4,0,0,0,2,0,1,0,2,2,0,1,35,0
5,3,0,0,2,0,0,0,10,11,5,1,25,0
5,2,0,0,2,0,0,0,4,4,8,1,25,0
0,0,0,2,1,0,0,0,0,0,0,3,35,0
5,3,0,0,1,0,0,0,1,2,0,1,40,0
0,3,1,2,2,0,0,0,2,2,0,1,40,0
1,1,1,2,1,0,1,0,14,14,0,1,35,0
4,3,0,0,1,0,0,0,2,2,0,1,40,0
2,3,0,2,1,0,0,0,1,1,8,0,45,0
4,3,0,0,2,0,0,0,10,11,0,1,35,0
4,3,0,0,0,0,1,0,3,3,0,5,25,0
1,6,1,1,2,0,0,0,3,3,7,1,35,0
1,0,0,0,1,0,0,0,0,0,0,0,35,0
5,0,0,0,2,0,0,0,0,0,8,12,30,0
4,4,0,0,1,0,0,0,2,2,0,1,35,0
3,0,1,2,2,0,0,0,0,0,0,0,35,0
0,0,0,0,2,0,0,0,5,5,0,0,25,0
1,2,0,0,2,0,1,0,5,5,15,11,25,0
0,3,0,2,2,0,0,0,2,2,0,0,35,0
5,0,0,0,2,0,0,0,0,0,0,3,25,0
5,4,0,0,2,0,0,0,1,1,0,1,40,0
4,0,0,0,2,0,0,0,0,0,0,1,55,0
0,1,0,3,2,1,1,1,0,0,0,13,15,0
1,1,1,0,2,0,1,0,2,2,4,7,40,0
4,0,0,0,1,0,0,0,0,0,6,0,35,0
4,3,0,0,2,0,1,1,3,3,0,2,35,0
0,6,0,2,1,0,0,0,4,4,4,5,30,0
0,6,0,3,1,0,1,1,1,8,0,11,45,0
4,10,0,0,1,0,0,1,1,1,4,0,15,0
5,3,0,0,2,0,1,1,4,10,0,5,35,0
0,3,0,2,2,0,1,1,2,2,0,5,35,0
0,6,0,0,2,0,1,0,6,6,0,2,55,0
4,3,0,0,1,0,1,1,2,2,0,1,40,0
0,0,1,2,1,0,0,0,0,0,0,3,40,0
5,0,0,0,2,0,0,0,0,0,4,0,35,0
5,0,0,0,2,0,0,0,0,0,0,0,35,0
0,7,0,2,2,0,1,1,7,7,4,6,45,0
5,0,0,0,2,0,0,0,0,0,0,3,30,0
5,1,0,0,2,0,1,0,2,2,0,1,35,0
0,2,1,2,2,0,0,0,7,7,4,0,35,0
4,0,0,0,2,0,0,0,0,0,0,0,35,0
0,0,0,2,2,0,1,0,2,2,0,1,35,0
0,0,0,2,2,0,0,0,0,0,0,3,35,0
0,3,1,2,1,0,1,0,3,3,0,10,45,0
3,0,0,2,1,0,0,0,0,0,4,0,45,0
4,3,0,0,0,0,1,1,3,3,0,5,35,0
4,3,0,0,2,0,1,1,5,5,0,1,40,0
1,3,0,2,1,0,1,1,3,3,0,1,40,0
1,0,0,0,1,0,1,1,2,2,13,3,35,0
1,2,0,0,2,0,0,0,5,5,7,1,40,0
1,0,0,0,2,0,0,0,0,0,0,0,25,0
0,13,0,2,0,0,0,0,2,2,0,1,25,0
4,3,0,0,0,0,1,1,2,2,18,2,15,0
4,0,0,0,2,0,0,0,0,0,0,0,40,0
0,3,1,2,1,0,0,0,2,2,0,1,45,0
0,5,0,0,2,0,0,0,6,11,0,1,40,0
4,1,0,0,2,0,1,1,2,2,5,12,45,0
3,2,0,2,5,0,0,0,4,4,0,1,40,0
5,0,0,0,2,0,1,1,2,2,5,1,35,0
5,7,0,0,2,0,0,0,11,9,5,1,35,0
5,2,0,0,2,0,1,0,1,1,0,6,5,0
5,0,0,0,2,0,1,0,2,2,0,1,25,0
3,0,1,2,1,0,0,0,0,0,0,16,35,0
4,6,1,0,2,0,1,0,6,6,17,5,35,0
1,0,0,4,2,0,1,0,2,2,0,1,30,0
0,2,0,0,1,0,0,0,9,10,9,1,30,0
5,2,0,0,2,0,1,0,1,1,4,2,25,0
5,0,0,0,1,0,0,0,0,0,11,0,25,0
3,12,0,2,1,0,0,0,2,2,0,0,30,0
4,0,0,0,2,0,1,0,2,2,0,1,55,0
1,0,0,0,2,0,1,0,2,2,0,1,45,0
0,15,1,2,0,0,1,0,11,9,3,5,25,0
5,3,0,0,2,0,0,0,3,3,0,1,25,0
4,3,0,0,0,0,0,0,6,6,0,1,25,0
0,12,0,0,2,0,1,1,2,2,0,5,40,0
0,3,1,0,0,0,1,1,2,2,0,2,40,0
5,2,0,0,2,0,0,0,8,8,5,1,25,0
1,0,0,0,1,0,1,0,2,2,0,1,35,0
0,2,0,2,1,0,0,0,11,9,15,1,25,0
1,9,1,0,1,0,0,0,5,5,0,0,30,0
2,1,0,2,2,0,1,0,2,14,0,1,30,0
0,2,0,0,1,0,1,0,1,1,0,1,30,0
0,0,1,2,1,0,0,0,0,0,0,0,40,0
3,0,1,2,1,0,0,0,0,0,0,0,40,0
3,1,0,2,2,1,1,1,2,3,0,1,40,0
5,3,0,0,2,0,1,1,2,1,0,5,30,0
4,0,0,0,2,0,1,0,2,2,0,1,40,0
5,1,0,0,2,1,1,0,2,2,4,1,35,0
0,0,0,0,2,0,1,0,2,2,0,3,40,0
0,4,0,2,2,0,1,1,2,2,8,5,35,0
0,0,0,2,2,0,0,0,0,0,0,0,25,0
1,1,0,1,2,0,0,0,2,2,18,1,40,0
0,3,1,2,2,0,1,1,3,3,0,5,40,0
2,3,0,2,1,0,0,0,2,2,0,1,45,0
5,0,0,0,2,0,0,0,0,0,0,3,30,0
0,2,0,2,1,0,0,0,3,3,15,1,40,0
0,1,1,4,2,1,1,0,2,2,4,1,25,0
5,0,0,0,1,0,0,0,0,0,4,3,35,0
4,0,0,0,2,0,0,0,0,0,0,1,55,0
0,3,0,4,0,0,1,1,8,8,0,5,35,0
3,2,0,2,5,0,1,1,11,9,0,1,40,0
0,0,1,2,2,0,1,1,2,2,0,3,25,0
1,0,0,3,0,0,0,0,0,0,4,0,30,0
0,0,1,2,2,0,1,0,2,2,0,3,40,0
3,0,1,2,2,0,1,1,2,2,0,3,35,0
3,0,0,2,1,0,0,0,0,0,0,0,45,0
1,0,0,0,1,0,0,0,0,0,0,3,40,0
2,12,0,2,2,0,0,0,2,2,0,8,25,1
5,4,0,0,2,0,0,0,2,2,0,1,35,0
5,0,0,0,2,0,0,0,0,0,0,3,25,0
5,3,0,0,1,0,0,0,9,10,0,1,40,0
1,7,1,2,2,0,0,0,2,2,12,3,55,0
1,0,0,1,2,0,1,1,2,2,0,1,35,0
4,0,0,0,1,0,1,1,2,2,4,3,25,0
5,0,0,0,2,0,0,0,0,0,0,0,35,0
0,4,0,2,1,0,1,1,1,1,0,1,45,0
1,0,0,1,2,0,0,0,0,0,0,1,35,0
0,3,0,4,0,0,0,0,2,2,0,1,35,0
4,5,0,0,1,0,0,0,11,9,0,12,25,0
5,0,0,0,2,0,1,1,0,0,0,6,35,0
5,0,0,0,2,0,0,0,0,0,0,3,30,0
0,0,0,5,1,0,1,1,2,2,0,3,40,0
0,0,1,2,1,0,1,0,0,0,0,3,40,0
1,0,1,0,1,0,1,0,2,2,0,3,35,0
5,11,0,0,1,0,1,1,2,2,5,1,25,0
1,0,1,0,1,0,1,0,2,2,0,3,35,0
5,3,0,0,1,0,0,0,2,2,0,1,40,0
0,6,0,2,2,0,1,0,1,8,0,6,50,0
5,0,0,0,2,0,0,0,0,0,15,0,35,0
0,0,0,0,2,0,0,0,0,0,0,3,40,0
0,0,0,2,1,0,1,0,2,2,0,2,55,0
3,2,0,2,5,0,0,0,2,2,0,1,40,0
5,0,0,0,2,0,0,0,0,0,2,0,30,0
0,3,0,2,0,0,0,0,2,2,4,1,25,0
0,6,0,2,1,0,1,0,10,11,12,5,30,0
1,0,0,0,1,0,0,0,0,0,5,0,35,0
5,0,0,0,5,0,0,0,0,0,4,0,45,0
4,1,0,0,2,0,1,1,3,3,0,1,30,0
4,3,0,0,2,0,0,0,2,2,0,1,45,0
0,13,0,2,0,0,1,1,2,2,0,2,25,0
1,0,0,4,2,0,0,0,0,0,11,2,30,0
2,3,0,2,2,0,1,1,2,2,0,2,35,0
4,3,0,0,2,0,0,0,2,2,0,1,40,0
0,3,0,0,2,0,1,1,2,2,4,5,40,0
4,3,0,0,1,0,0,0,11,9,0,1,15,0
0,0,0,0,2,1,1,0,2,2,0,3,25,0
5,10,0,0,1,0,1,1,1,1,0,12,35,0
0,3,0,2,0,0,0,0,2,2,0,1,35,0
3,0,0,2,2,0,0,0,0,0,0,0,40,0
4,0,0,0,1,0,1,1,2,2,0,2,35,0
0,3,0,2,0,0,0,0,2,2,0,1,25,0
4,10,0,0,1,0,1,1,1,1,0,1,55,0
0,0,0,0,1,0,0,0,0,0,0,0,35,0
0,2,0,4,1,0,0,0,3,3,0,5,45,0
3,2,1,2,2,0,0,0,3,3,0,1,35,0
4,10,0,0,1,0,0,0,3,3,0,5,15,0
3,1,0,4,2,0,1,0,2,2,0,1,50,0
2,3,0,2,2,0,0,0,5,5,0,1,35,0
0,2,0,4,2,0,1,0,3,3,0,1,25,0
5,0,0,0,1,0,1,1,2,2,0,3,30,0
5,12,0,0,2,0,0,0,2,2,4,1,45,0
0,1,0,2,2,0,1,1,2,2,0,1,30,0
0,12,0,4,2,0,0,0,2,2,0,1,35,0
0,0,0,5,1,0,0,0,0,0,1,0,40,0
3,2,1,2,2,0,1,0,3,3,4,12,35,0
0,0,1,2,1,0,1,0,2,2,0,3,40,0
5,0,0,0,2,0,1,1,2,2,0,3,30,0
4,4,0,0,1,0,1,0,3,3,0,5,35,0
5,0,1,0,1,0,1,1,0,0,5,6,35,0
5,0,0,0,2,0,1,0,2,2,0,3,30,0
1,1,0,0,2,0,1,0,2,2,0,1,35,0
0,0,0,2,2,0,1,1,2,2,0,1,25,0
3,0,0,2,1,1,1,1,2,2,0,2,45,0
3,6,0,2,2,0,0,0,2,2,0,1,35,0
5,0,0,0,2,0,0,0,0,0,4,3,35,0
0,1,0,2,1,0,1,1,2,2,0,1,20,0
5,1,0,0,2,0,1,1,2,2,0,1,30,0
0,12,0,0,2,0,0,0,2,2,0,1,40,0
4,4,0,0,2,0,0,0,2,2,5,1,50,0
0,1,0,4,2,0,0,0,2,2,4,1,55,0
5,4,0,0,2,0,1,0,3,3,0,5,40,0
5,3,0,0,2,0,0,0,1,1,0,1,25,0
5,2,0,0,1,0,0,0,5,10,0,1,35,0
0,2,0,4,1,0,1,1,1,1,0,12,45,0
5,0,0,0,2,0,1,1,2,2,15,6,30,0
1,0,1,0,1,0,0,0,0,0,15,3,35,0
4,0,0,0,2,0,1,0,2,2,4,3,50,0
4,5,0,0,1,0,1,1,2,2,0,10,30,0
1,13,0,0,0,0,0,0,1,1,0,0,25,0
4,0,1,0,2,0,0,0,0,0,0,0,30,0
5,12,0,0,2,0,1,1,0,0,5,6,45,0
4,4,0,0,2,0,1,0,5,5,0,5,30,0
5,0,0,0,2,0,0,0,0,0,0,3,35,0
4,0,0,0,2,0,1,1,2,2,4,1,40,0
4,3,0,0,1,0,1,0,10,11,0,1,25,0
3,1,0,4,2,0,1,1,2,2,0,1,35,0
5,0,0,0,2,0,1,0,2,2,0,3,25,0
5,0,0,0,2,0,1,1,2,2,4,1,35,0
3,4,0,2,1,1,0,0,10,11,0,1,35,0
1,9,1,0,1,0,0,0,4,4,0,0,30,0
5,0,0,0,1,0,0,0,0,0,0,0,30,0
2,1,0,2,2,0,0,0,2,2,2,1,55,0
5,3,0,0,2,0,1,0,2,2,0,5,25,0
4,3,0,0,0,0,0,0,8,8,8,1,40,0
0,0,1,2,1,0,1,1,2,2,0,1,40,0
5,3,0,0,0,0,1,1,9,10,0,1,25,0
5,3,0,0,2,0,0,0,2,2,0,1,30,0
3,3,0,2,2,0,0,0,3,3,0,1,40,0
4,15,0,0,1,0,0,0,11,9,3,5,30,0
5,0,0,0,2,0,1,1,2,2,0,1,35,0
2,0,0,2,0,0,0,0,0,0,0,0,0,0
0,3,0,2,2,0,0,0,2,2,0,0,35,0
5,4,0,0,2,0,0,0,2,2,0,1,35,0
0,3,0,2,2,0,0,0,1,1,0,1,35,0
5,10,0,0,2,0,0,0,3,3,0,1,35,0
5,0,0,0,2,0,0,0,1,11,0,0,15,0
5,0,0,0,2,0,1,1,2,2,15,3,30,0
5,0,0,0,2,0,0,0,7,7,0,0,30,0
5,1,1,0,2,1,1,1,2,2,0,1,25,0
1,0,0,0,2,0,0,0,0,0,0,1,45,0
3,4,0,2,1,0,0,0,3,3,0,10,35,0
5,0,0,0,2,0,0,0,2,2,0,1,35,0
3,1,0,2,2,0,0,0,2,2,0,1,40,0
1,1,5,2,2,0,1,0,2,2,5,1,35,0
5,2,0,0,1,0,1,1,2,2,0,6,35,0
5,2,0,0,2,0,0,0,3,4,4,1,10,0
4,0,0,0,1,0,0,0,0,0,0,3,25,0
0,0,1,2,2,0,0,0,0,0,9,0,40,0
0,7,0,2,2,0,0,0,1,1,5,1,45,0
4,9,0,0,2,0,0,0,1,1,5,8,10,1
0,0,1,2,1,0,0,0,0,0,0,3,40,0
5,2,0,0,1,0,0,1,4,4,0,1,35,0
1,3,0,0,1,0,1,0,2,2,0,5,25,0
0,3,1,0,0,0,0,0,1,1,0,1,25,0
5,0,0,0,2,0,1,1,2,2,0,1,35,0
0,5,0,0,2,0,1,1,2,2,0,2,40,0
4,3,0,0,1,0,0,0,2,2,0,1,35,0
4,1,1,0,2,0,1,0,2,2,8,1,25,0
0,4,0,2,1,0,1,1,2,2,13,5,45,0
4,0,0,0,1,0,1,1,2,2,0,1,45,0
3,2,1,2,1,0,1,0,3,3,4,12,25,0
5,2,0,0,1,0,1,1,7,7,13,2,25,0
5,3,0,0,0,0,1,1,10,11,4,0,45,0
5,6,0,0,2,0,0,0,2,2,0,1,30,0
2,2,1,2,2,0,1,0,4,4,0,3,30,0
4,1,1,0,1,0,1,1,2,2,13,1,35,0
5,2,0,0,2,0,1,1,3,4,8,1,15,0
5,3,0,0,1,0,0,0,3,2,0,2,35,0
3,0,0,2,2,0,0,0,0,0,0,12,25,0
4,1,1,0,2,0,1,0,1,8,4,12,25,0
3,1,0,2,2,1,1,0,4,2,0,12,35,0
5,0,0,0,1,0,0,0,0,0,0,1,30,0
0,9,0,4,0,0,0,0,1,1,0,0,25,0
1,1,1,4,2,0,1,0,2,2,0,1,35,0
3,1,0,3,0,0,0,0,3,3,1,3,30,0
4,6,0,0,1,0,1,1,11,9,0,10,35,0
5,4,0,0,1,0,1,0,2,2,0,1,35,0
4,4,1,0,1,0,0,0,1,1,0,1,40,0
5,0,0,0,1,0,0,0,7,7,0,0,35,0
0,2,0,2,2,0,0,0,11,9,17,3,40,0
3,3,0,2,1,0,0,0,2,2,0,1,35,0
5,4,0,0,1,0,0,0,7,7,0,5,35,0
3,1,0,2,2,0,1,1,2,2,0,1,40,0
5,0,0,0,1,0,0,0,0,0,0,1,35,0
0,4,0,2,1,0,0,0,2,2,0,1,45,0
5,2,0,0,1,0,0,0,8,8,3,1,35,0
3,0,0,2,1,0,0,0,0,0,0,0,50,0
5,0,0,0,2,0,1,1,2,2,0,1,30,0
3,4,0,2,1,0,1,0,2,2,0,5,30,0
3,4,0,2,1,0,0,0,2,2,0,1,30,0
0,1,0,2,2,0,1,0,1,1,0,10,25,0
5,2,0,0,2,0,1,0,1,1,0,12,35,0
0,0,1,2,1,0,0,0,0,0,0,0,25,0
5,0,0,0,1,0,0,0,0,0,6,2,35,0
5,0,0,0,2,0,1,1,2,2,0,1,35,0
5,0,0,0,1,0,0,0,2,2,0,3,35,0
3,3,0,2,0,0,1,0,8,8,0,2,30,0
2,12,0,2,2,0,1,0,2,2,0,1,35,0
0,7,0,2,1,0,1,1,7,7,5,12,40,0
5,0,0,0,2,0,0,0,0,0,0,0,45,0
1,1,0,2,2,0,1,0,2,2,0,1,55,0
0,2,1,2,2,0,1,0,10,11,0,6,30,0
3,2,0,2,2,0,0,0,1,1,0,1,35,0
3,0,0,2,1,0,0,0,0,0,0,0,50,0
5,4,0,0,1,0,1,0,2,2,0,5,35,0
5,2,0,0,2,0,0,0,7,7,0,1,35,0
5,0,1,0,1,0,0,0,0,0,0,0,40,0
5,3,0,0,1,0,1,0,2,2,0,1,25,0
2,5,0,2,1,0,0,0,10,11,0,1,35,0
5,9,0,0,2,0,1,1,1,1,0,1,30,0
0,2,0,2,2,0,1,1,4,4,4,6,40,0
2,1,0,2,2,1,1,0,2,2,0,1,10,0
5,0,0,0,2,0,0,0,0,0,2,3,35,0
4,3,0,0,1,0,0,0,2,2,0,1,40,0
5,0,0,0,1,0,1,0,0,0,0,6,45,0
5,3,0,0,0,0,0,0,2,2,6,1,45,0
5,0,0,0,1,0,0,0,0,0,0,3,45,0
4,0,0,0,1,0,0,0,0,0,0,3,45,0
1,7,0,2,2,0,1,0,7,7,0,6,55,0
0,0,0,0,2,0,0,0,0,0,0,1,40,0
5,0,0,0,2,0,0,0,0,0,0,3,35,0
0,3,1,2,2,0,1,1,3,3,0,5,30,0
3,0,0,2,1,0,1,1,2,2,0,3,35,0
5,6,0,0,2,0,1,1,1,1,0,16,30,0
0,3,0,2,2,0,1,1,9,10,0,5,40,0
4,3,0,0,1,0,0,0,10,11,0,3,45,0
0,0,0,0,2,0,0,0,0,0,0,1,40,0
4,3,0,0,1,0,1,1,7,7,0,5,40,0
1,0,0,1,2,0,0,0,0,0,0,0,25,0
0,3,0,2,0,0,0,0,2,2,0,1,40,0
0,7,0,2,1,0,0,0,1,1,3,1,40,0
4,0,0,0,1,0,0,0,0,0,4,3,35,0
5,1,1,0,2,0,1,0,2,2,0,1,30,0
5,0,0,0,2,0,0,0,0,0,0,0,30,0
0,2,0,0,2,0,0,0,3,3,0,1,40,0
0,3,1,2,2,0,0,0,2,2,0,1,30,0
5,14,0,0,2,0,0,0,10,9,0,1,40,0
5,0,0,0,2,0,1,0,2,2,0,3,35,0
0,9,0,4,0,0,1,1,8,9,17,12,25,0
3,2,1,2,1,0,0,0,10,11,0,1,25,0
0,3,0,0,2,0,1,1,3,3,0,2,25,0
2,0,0,2,2,0,1,0,2,2,0,1,25,0
4,3,0,0,0,0,0,0,2,2,0,1,45,0
4,3,0,0,1,0,1,1,2,2,0,5,35,0
0,10,0,2,2,0,0,0,0,0,7,1,45,0
0,2,1,2,2,0,0,0,3,3,1,1,30,0
1,4,0,1,2,0,1,1,10,11,5,5,35,0
5,0,0,0,2,0,0,0,0,0,0,0,25,0
5,0,0,0,1,0,1,1,2,2,0,2,40,0
5,0,0,0,2,0,1,0,2,2,0,3,45,0
4,2,0,0,1,0,0,0,8,8,7,1,25,0
5,0,0,0,1,0,1,0,2,2,0,6,40,0
1,10,0,1,1,0,0,1,9,10,15,1,35,0
4,2,1,0,2,0,0,0,10,11,0,1,35,0
3,3,0,2,1,0,1,1,4,10,0,5,35,0
5,12,0,0,2,0,0,0,2,2,0,3,45,0
5,0,0,0,1,0,1,1,2,2,0,1,30,0
4,3,0,0,0,0,0,0,2,2,0,1,45,0
5,0,0,0,2,0,1,0,2,2,3,3,25,0
4,4,1,0,1,0,1,0,2,2,0,5,40,0
5,1,0,0,2,0,1,0,3,3,16,12,40,0
0,3,0,2,1,0,0,0,2,1,0,2,35,0
5,0,1,0,1,0,0,0,0,0,0,3,35,0
0,2,0,5,2,0,0,0,4,4,0,3,55,0
5,3,0,0,1,0,0,0,8,8,0,2,25,0
5,0,0,0,2,0,1,0,2,2,0,3,35,0
0,4,1,2,1,0,0,0,2,2,0,1,40,0
5,3,1,0,0,0,1,1,2,2,4,1,25,0
4,0,0,0,1,0,0,0,6,6,0,0,35,0
5,0,0,0,2,0,0,0,0,0,0,3,40,0
2,1,0,2,2,1,1,1,2,2,0,1,45,0
3,0,0,2,1,0,0,0,0,0,0,3,35,0
3,2,1,2,2,0,1,1,3,3,0,1,25,0
3,3,0,2,0,0,0,0,2,2,0,1,30,0
0,3,0,0,2,0,0,0,2,2,0,1,35,0
0,1,0,2,2,0,1,0,8,8,21,1,25,0
5,1,0,0,2,0,1,1,2,2,10,1,35,0
5,14,0,0,2,0,1,1,2,2,19,1,40,0
4,3,0,0,0,0,0,0,10,11,4,1,40,0
0,0,0,0,2,0,1,0,2,2,0,1,40,0
5,4,0,0,1,0,0,0,2,2,0,1,35,0
4,6,0,0,1,0,0,0,2,2,4,1,35,0
2,1,1,2,2,0,0,0,2,2,0,3,35,0
2,1,0,2,2,1,1,0,1,1,0,1,25,0
2,0,0,2,2,1,1,0,2,2,0,1,30,0
1,10,0,1,1,0,1,0,1,1,0,12,35,0
4,7,0,0,1,0,0,0,1,1,8,12,35,0
3,1,1,2,2,0,1,0,2,2,0,1,30,0
5,0,1,0,1,0,1,0,2,2,0,3,40,0
0,0,0,2,1,0,0,0,0,0,0,3,35,0
5,2,0,0,1,0,0,0,1,1,0,0,25,0
5,3,0,0,0,0,1,1,2,2,0,5,45,0
0,0,0,2,1,0,1,1,2,2,0,1,35,0
3,2,0,2,2,0,0,0,4,4,0,1,35,0
5,2,0,0,2,0,1,0,7,7,0,5,35,0
5,3,0,0,0,0,0,0,2,2,0,1,45,0
1,0,0,1,2,0,1,1,2,2,0,1,25,0
5,0,1,0,2,0,1,0,2,2,0,3,35,0
1,3,0,1,2,0,0,0,2,2,0,1,25,0
4,0,1,0,1,0,0,0,0,0,0,0,45,0
0,0,0,5,1,0,0,0,0,0,0,3,40,0
5,9,0,0,2,0,0,0,10,11,0,1,30,0
0,4,1,2,2,0,0,0,2,2,0,1,35,0
0,3,0,2,1,0,1,0,2,2,11,5,35,0
1,7,1,2,2,0,0,0,4,4,4,3,55,0
0,2,0,0,2,0,0,0,1,1,0,2,30,0
3,6,0,2,1,0,0,0,3,3,0,5,35,0
0,0,0,2,2,0,0,0,0,0,0,3,25,0
4,3,0,0,1,0,1,1,2,2,0,2,25,0
